entry_time,exit_time,entry_price,exit_price,position_size,pnl,pnl_pct,exit_reason
2024-07-20 07:15:00+00:00,2024-07-20 07:50:00+00:00,66749.35,66632.75,0.14232348329983738,-16.594918152761238,-0.1746833489764341,stop_loss
